N° Enr.;NomETS;RegionETS
1718;CEG DE MOUZANGA NKILA-NTARI;BOUENZA
1719;CEG DE MPONDILA;KOUILOU
1720;CEG DE MPOUYA;PLATEAUX
1721;CEG DE MVOUTI;KOUILOU
1722;CEG DE NANGA;POINTE-NOIRE
1723;CEG DE NCESSE;KOUILOU
1724;CEG DE NDJOUNDOU;LIKOUALA
1725;CEG DE NGABE;POOL
1726;CEG DE NGAMANDZAMBALA;POOL
1727;CEG DE NGANGA-LINGOLO;BRAZZAVILLE
1728;CEG DE NGBALA;SANGHA
1729;CEG DE NGO;PLATEAUX
1730;CEG DE NGOKO;CUVETTE
1731;CEG DE NGOMBE;SANGHA
1732;CEG DE NGOUEDI;BOUENZA
1733;CEG DE NGOUHA II;NIARI
1734;"CEG DE NGOYO ""A""";POINTE-NOIRE
1735;"CEG DE NGOYO ""B""";POINTE-NOIRE
1736;CEG DE NIETEBOUMBA;CUVETTE
1737;CEG DE NKOLA;KOUILOU
1738;CEG DE NKOUO;POOL
1739;CEG DE NKOUTY;PLATEAUX
1740;CEG DE NSAH;PLATEAUX
1741;CEG DE NTOKOU;CUVETTE
1742;CEG DE NTOMBO-MANIANGA;POOL
1743;CEG DE NZAMBI;KOUILOU
1744;CEG DE OBEYA;CUVETTE
1745;CEG DE P.K. ROUGE;POOL
1746;CEG DE P.K. ROUGE (IGNIE);POOL
1747;CEG DE PIKOUNDA;SANGHA
1748;CEG DE POKOLA;SANGHA
1749;CEG DE SEMBE;SANGHA
1750;CEG DE SOSSOLO;CUVETTE
1751;CEG DE SOUANKE;SANGHA
1752;CEG DE TCHIKAPIKA;CUVETTE
1753;CEG DE TCHITONDI;KOUILOU
1754;CEG DE TONGO;CUVETTE
1755;CEG DE TSAMA;CUVETTE OUEST
1756;CEG DE TSEMBO;NIARI
1757;CEG DE TSIAKI;BOUENZA
1758;CEG DE TSONGO;CUVETTE
1759;CEG DE VINDZA;POOL
1760;CEG DE VOUKA;NIARI
1761;CEG DE YAMBA;BOUENZA
1762;CEG DE YANGUI;POOL
1763;CEG DE YAYA;NIARI
1764;CEG DE ZABATA;BOUENZA
1765;CEG DE ZANAGA;LEKOUMOU
1766;CEG DOMINIQUE BATEKOLO;BRAZZAVILLE
1767;CEG DU 28 NOVEMBRE 1958;BRAZZAVILLE
1768;CEG E. KOUMBA MOSSENDJO;NIARI
1769;CEG ED. OMBETTA DE MAKOUA;CUVETTE
1770;CEG EKOUASSENDE;PLATEAUX
1771;CEG EMMANUEL DADET DAMONGO;POINTE-NOIRE
1772;CEG FRANCOIS NKOUTOU DE MBOUONO;BRAZZAVILLE
1773;"CEG GAMPO OLILOU ""B""";BRAZZAVILLE
1774;"CEG GAMPO-OLILOU ""A""";BRAZZAVILLE
1775;CEG HAMMAR;NIARI
1776;CEG J. J. MOUAYA DE SIBITI;LEKOUMOU
1777;CEG J.B. TATI LOUTARD;POINTE-NOIRE
1778;CEG J.P. MAMBOU;NIARI
1779;CEG JACQUES OPANGAULT;BRAZZAVILLE
1780;CEG JEAN BAPTISTE TATY LOUTARD;POINTE-NOIRE
1781;CEG JEAN FELIX TCHICAYA;POINTE-NOIRE
1782;CEG KIBANGOU;NIARI
1783;CEG KITSINDI;NIARI
1784;CEG KOMONO;LEKOUMOU
1785;CEG KWAME NKRUMA;POINTE-NOIRE
1786;CEG KWAMEH NKRUMAH DE OUESSO;SANGHA
1787;CEG LHEYET-GABOKA;BRAZZAVILLE
1788;CEG LONDELA-KAYES;NIARI
1789;CEG M. L. KING DE LOANGO;KOUILOU
1790;CEG MAKABANA;NIARI
1791;CEG MAMA MARIA;SANGHA
1792;CEG MARCEL IBALICO;BRAZZAVILLE
1793;CEG MARTIN LUTHER KING DE LOANGO;KOUILOU
1794;CEG MBOTA RAFFINERIE;POINTE-NOIRE
1795;CEG MBOUMANDZI MAYEYE;LEKOUMOU
1796;CEG MEDERSAT. COM D'EDOU;CUVETTE
1797;CEG MOE POATY;POINTE-NOIRE
1798;CEG MOTOKOMBA;PLATEAUX
1799;CEG MOUNGOUNDOU SUD;NIARI
1800;CEG NGAMABA;BRAZZAVILLE
1801;CEG NGANGA EDOUARD;BRAZZAVILLE
1802;CEG NYANGA;NIARI
1803;CEG OBAME;PLATEAUX
1804;"CEG P. TCHICAYA DE BOAMPIRE ""A""";POINTE-NOIRE
1805;"CEG P. TCHICAYA DE BOAMPIRE ""B""";POINTE-NOIRE
1806;CEG PAMBOU BENJAMIN;POINTE-NOIRE
1807;CEG PIERRE LOUNTALA;NIARI
1808;CEG PIERRE MAYINDOU;BRAZZAVILLE
1809;CEG PIERRE NTSIETE;BRAZZAVILLE
1810;CEG PIERRE SAVORGNAN DE BRAZZA;BRAZZAVILLE
1811;CEG PILOTE DE OUESSO;SANGHA
1812;CEG RAYMOND MOUTOU;POINTE-NOIRE
1813;CEG TCHINIAMBI-MBOTA;POINTE-NOIRE
1814;CEG TROIS GLORIEUSES (BZV);BRAZZAVILLE
1815;CEG TROIS GLORIEUSES (P/N);POINTE-NOIRE
1816;CEG TSIMBA;NIARI
1817;CEG TSINGUIDI;NIARI
1818;CEG UNITE;NIARI
1819;CEG VINDOULOU;POINTE-NOIRE
1820;CEG YABA MBETI;CUVETTE OUEST
1821;CELESTE GRACE;BRAZZAVILLE
1822;CELESTE GRACE-MAK-1;BRAZZAVILLE
1823;CELESTE ROSSIN;BRAZZAVILLE
1824;CELESTIN FREINET ET UNITE;BRAZZAVILLE
1825;CEMIK;BRAZZAVILLE
1826;CEMINACE;POINTE-NOIRE
1827;CENDREMI;BRAZZAVILLE
1828;CENDREMI;POINTE-NOIRE
1829;CENTRE D'ACCEUIL DES ENFANTS LE QUARTIER D'ABORD;POINTE-NOIRE
1830;CENTRE D'EDUCATION BILMS SAINT ZACK;BRAZZAVILLE
1831;CENTRE D'EDUCATION CELESTE BRG D'OYO;CUVETTE
1832;CENTRE D'EDUCATION SAINT MÃ‰DARD;BRAZZAVILLE
1833;CENTRE D'ENSEIGNEMENT PRIVE LA GENESE;POINTE-NOIRE
1834;CENTRE D'ENSEIGNEMENT PRIVE LA SEVE;POINTE-NOIRE
1835;CENTRE D'Ã‰DUCATION SAINTE ANGÃˆLE;BRAZZAVILLE
1836;CENTRE DE FOOT DES FUTURS STARS;POINTE-NOIRE
1837;CENTRE DE RESCO. DE MAFOU;BRAZZAVILLE
1838;CENTRE DE RESCOLARISATION CHARLES MYNYNGOU;POINTE-NOIRE
1839;CENTRE DÃ‰DUCATION MOUCOB TSIMBI;NIARI
1840;CENTRE EDEN PRECEPTORAT;POINTE-NOIRE
1841;CENTRE EDUCATIF CELESTIN FREINET-UNITE;BRAZZAVILLE
1842;CENTRE EDUCATIF PHENIX CORPORATION;BRAZZAVILLE
1843;CENTRE EDUCATION SCOLAIRE LES ENFANTS D ABORD;BRAZZAVILLE
1844;CENTRE ISLAMIQUE IQRA'A;POINTE-NOIRE
1845;CENTRE POST-ALPHABETISATION;BRAZZAVILLE
1846;CENTRE SCOLAIRE BILINGUE LES AMIS DE JOHN BLESS;BRAZZAVILLE
1847;CENTRE SCOLAIRE CELESTE GRACE;BRAZZAVILLE
1848;CENTRE SCOLAIRE DANIEL-IGNIE;BRAZZAVILLE
1849;CENTRE SCOLAIRE EL ELION;BRAZZAVILLE
1850;CENTRE SCOLAIRE GLADDEN;BRAZZAVILLE
1851;CENTRE SCOLAIRE GLADDEN ;BRAZZAVILLE
1852;CENTRE SCOLAIRE GLADEN;BRAZZAVILLE
1853;CENTRE SCOLAIRE KMG SCHOOL;BRAZZAVILLE
1854;CENTRE SCOLAIRE L'ARCHE DE DIEU;POINTE-NOIRE
1855;CENTRE SCOLAIRE LA BONNE MOISSON;BRAZZAVILLE
1856;CENTRE SCOLAIRE LE VERSEAU;POINTE-NOIRE
1857;CENTRE SCOLAIRE LES SOLIDAIRES;BRAZZAVILLE
1858;CENTRE SCOLAIRE NEW DEAL;POINTE-NOIRE
1859;CENTRE SCOLAIRE NEW DEAL 2;POINTE-NOIRE
1860;CENTRE SCOLAIRE NEW-DEAL;POINTE-NOIRE
1861;CENTRE SCOLAIRE NOTRE DAME DU ROSAIRE;BRAZZAVILLE
1862;CENTRE SCOLAIRE SCHEKINA LA BERCEUSE;BRAZZAVILLE
1863;CENTRE SCOLAIRE SHEKINA LA BERCEUSE 2;BRAZZAVILLE
1864;CENTRE SCOLAIRE SODAM BAGAN;PLATEAUX
1865;CEP EQUILIBRE SCHOOL;POINTE-NOIRE
1866;CEP LE SELIMA;POINTE-NOIRE
1867;CEP ORPHELIN 2;POINTE-NOIRE
1868;CEP SAINT-MARTIN;POINTE-NOIRE
1869;CEP TCHIALI KOUKELE;POINTE-NOIRE
1870;CEPEC  MPAKA;POINTE-NOIRE
1871;CEPEC DE MPAKA;POINTE-NOIRE
1872;CEPEC MPAKA;POINTE-NOIRE
1873;CEPEC SANGOLO;POINTE-NOIRE
1874;CEPEC SONGOLO;POINTE-NOIRE
1875;CEPEED-SCHOOL;POINTE-NOIRE
1876;CEPT - ISAC;POINTE-NOIRE
1877;CEPT ISAC MPAKA;POINTE-NOIRE
1878;CEPT-ISAC 2;POINTE-NOIRE
1879;CEPT-ISAC 3;POINTE-NOIRE
1880;CEPT-ISAC 4;POINTE-NOIRE
1881;CEPT-ISAC 5 JBZ;POINTE-NOIRE
1882;CEPT-ISAC LOANDJILI;POINTE-NOIRE
1883;CEPT-ISAC MPAKA;POINTE-NOIRE
1884;CEPT-ISAC SITE 5;POINTE-NOIRE
1885;CEPT-ISAC TIE TIE;POINTE-NOIRE
1886;CERFOPROD;BRAZZAVILLE
1887;CERMA 1;POINTE-NOIRE
1888;CERMA2;POINTE-NOIRE
1889;CERVEAU BLEU;BRAZZAVILLE
1890;CERVEAU D'AFRIQUE-BACS;BRAZZAVILLE
1891;CERVEAU D'AFRIQUE-DJIRI;BRAZZAVILLE
1892;CETI GRACE;BRAZZAVILLE
1893;CEYSAM LEO;BRAZZAVILLE
1894;CFDRA INSTITUT;BRAZZAVILLE
1895;CHALENGE SCHOOL (OUESSO);SANGHA
1896;CHALENGE SCHOOL DE NGOMBE;SANGHA
1897;CHALLENGE-SCHOOL;SANGHA
1898;CHAMP DE TRIOMPHE;BRAZZAVILLE
1899;CHANANDA;BRAZZAVILLE
1900;CHANCE BRUNEL GAN.;POINTE-NOIRE
1901;CHANCE BRUNEL GANGUIA;POINTE-NOIRE
1902;CHANEVE 1;POINTE-NOIRE
1903;CHARENTE  - MARITIME;BRAZZAVILLE
1904;CHARENTE - MARITIME;BRAZZAVILLE
1905;CHARENTE MARITIME;BRAZZAVILLE
1906;CHARLEMAGNE DAROZ;BRAZZAVILLE
1907;CHARLES BAUDELAIRE;BRAZZAVILLE
1908;CHARLES BODELAIRE;BRAZZAVILLE
1909;CHARLES DARWIN;BRAZZAVILLE
1910;CHARLES HENRI;BRAZZAVILLE
1911;CHARLES HOUZE;BRAZZAVILLE
1912;CHARLES LE BON;BRAZZAVILLE
1913;"CHARLES MYNYNGOU ""A""";POINTE-NOIRE
1914;CHARLES MYNYNGOU B;POINTE-NOIRE
1915;CHARLES PEGUY;POINTE-NOIRE
1916;CHARLES PEGUY1;POINTE-NOIRE
1917;CHARLES PEGUY2;POINTE-NOIRE
1918;CHARLOTTE O'FRAISE;POINTE-NOIRE
1919;CHATEAU DE L'EXCELLENCE;BRAZZAVILLE
1920;CHEIKH ANTA DIOP;POINTE-NOIRE
1921;CHEMIN D'EMAÜS;BRAZZAVILLE
1922;CHEMIN DE LA GLOIRE;POINTE-NOIRE
1923;CHOEUR DES ANGES;POINTE-NOIRE
1924;CHRETIENNE DANIEL;BRAZZAVILLE
1925;CHRETIENNE DAVID FIVE SCHOOL;POINTE-NOIRE
1926;CHRETIENNE EDEN;BRAZZAVILLE
1927;CHRISNOVIC;BRAZZAVILLE
1928;CHRIST ECOLE;BRAZZAVILLE
1929;CHRIST ET ENFANTS;BRAZZAVILLE
1930;CHRIST ROI;BRAZZAVILLE
1931;CHRIST ROI;POINTE-NOIRE
1932;CHRIST ROI DE NGOMBE;SANGHA
1933;CHRIST ROI DES ROIS;POINTE-NOIRE
1934;CHRIST ROI DES ROIS 1;POINTE-NOIRE
1935;CHRIST ROI-MADIBOU;BRAZZAVILLE
1936;CHRIST ROI-MGL-1;BRAZZAVILLE
1937;CHRIST-ROI DE NGOMBE;SANGHA
1938;CHRIST-VIT;POINTE-NOIRE
1939;CHRISTAL;BRAZZAVILLE
1940;CIEL OUVERT;BRAZZAVILLE
1941;CIEL OUVERT;POINTE-NOIRE
1942;CINQ CHEMINS;BRAZZAVILLE
1943;CINQ ETOILES;BRAZZAVILLE
1944;CITE DE DAVID;BRAZZAVILLE
1945;CITE DE JERUSALEM-OZ-2;BRAZZAVILLE
1946;CITE DE NOBLE;BRAZZAVILLE
1947;CITE DE NOBLE-MFILOU;BRAZZAVILLE
1948;CITE DES VAINQUERS;BRAZZAVILLE
1949;CITE DES VAINQUEURS;BRAZZAVILLE
1950;CITE DU SAVOIR;POINTE-NOIRE
1951;CITE FUTURE ;BRAZZAVILLE
1952;CITE GOCHEN;BRAZZAVILLE
1953;CITY AND COUNTRY;POINTE-NOIRE
1954;CL ANDRE SISSILA;POOL
1955;CL ANTOINE BOUYA;POOL
1956;CL Antoinette Sassou Ngue;BOUENZA
1957;CL BANDA ;NIARI
1958;CL BOKO;POOL
1959;CL BOUKOU - Moukongo;NIARI
1960;CL Bloc 1;NIARI
1961;CL Boko-Songho;BOUENZA
1962;CL CEntral 1 Dol;NIARI
1963;CL Central 2 dol;NIARI
1964;CL DE BIKOUMOU GOLOMO;POOL
1965;CL DE BOUETA MBONGO;POOL
1966;CL DE BOUETA MBONGO B;POOL
1967;CL DE DJIRI PONT;POOL
1968;CL DE HENRI BOUNDA;LEKOUMOU
1969;CL DE JOSEPH KATA;LEKOUMOU
1970;CL DE KABO;SANGHA
1971;CL DE KENDI;LEKOUMOU
1972;CL DE KIBOUENDE;POOL
1973;CL DE KIMBANDA;POOL
1974;CL DE KIMBETI;POOL
1975;CL DE KINKALA;POOL
1976;CL DE KINKEMBO;POOL
1977;CL DE KINTELE;POOL
1978;CL DE KINTOUARI;POOL
1979;CL DE KOUNDZOULOU;POOL
1980;CL DE LIELE NKAMA;LEKOUMOU
1981;CL DE LOUINGUI;POOL
1982;CL DE LOULOMBO GARE;POOL
1983;CL DE LOULOMBO SOFICO;POOL
1984;CL DE LOUMO;POOL
1985;CL DE LOUNGA MBAHOU;POOL
1986;CL DE LOUOMO;POOL
1987;CL DE MADZIA;POOL
1988;CL DE MAFOUANA;POOL
1989;CL DE MAKANDA;LEKOUMOU
1990;CL DE MANKOUSSOU;POOL
1991;CL DE MAPATI;LEKOUMOU
1992;CL DE MASSAMBA PAUL;POOL
1993;CL DE MATAKA;POOL
1994;CL DE MATOUDIDI MOUKOKO;POOL
1995;CL DE MATOUMBOU;POOL
1996;CL DE MAYEYE;LEKOUMOU
1997;CL DE MAZI;POOL
1998;CL DE MBAMOU;POOL
1999;CL DE MBANDZA NKOLO;POOL
2000;CL DE MBANZA NDOUNGA;POOL
2001;CL DE MBOUMA VICTOR;POOL
2002;CL DE MFOUILOU MALANDA;POOL
2003;CL DE MINDOULI;POOL
2004;CL DE MINDOULI ;POOL
2005;CL DE MOKEKO;SANGHA
2006;CL DE MOULENDA;POOL
2007;CL DE MOUNTE MOUNKALA;POOL
2008;CL DE MOUNTEMBESSA;POOL
2009;CL DE MOUSSANDA;LEKOUMOU
2010;CL DE MOUYAMI;POOL
2011;CL DE NGAMIBAKOU;POOL
2012;CL DE NGBALA;SANGHA
2013;CL DE NGOMBE;SANGHA
2014;CL DE NGONAKA;LEKOUMOU
2015;CL DE NKODIA CAMILLE;POOL
2016;CL DE NKOUKA MBOUABA;POOL
2017;CL DE NKOUKA PETIT POIDS;POOL
2018;CL DE NTARI NGOUARI;POOL
2019;CL DE NTOMBO MANIANGA;POOL
2020;CL DE OUESSO;SANGHA
2021;CL DE PIKOUNDA;SANGHA
2022;CL DE POKOLA;SANGHA
2023;CL DE SAINTE JEANNE D ARC;POOL
2024;CL DE SAKAMESSO;POOL
2025;CL DE SAMUEL IKOUNGA;LEKOUMOU
2026;CL DE SEMBE;SANGHA
2027;CL DE SOMPA BOUNKITA;POOL
2028;CL DE SOUANKE;SANGHA
2029;CL DE TALA-TALA;SANGHA
2030;CL DE VOULA;POOL
2031;CL DE VOUNGOUTA;POOL
2032;CL DE YALA VOUNGA;POOL
2033;CL DE YANGUI;POOL
2034;CL DE YETELA;POOL
2035;CL DESMOND TUTU;POOL
2036;CL DIVENIE;NIARI
2037;CL DOLISIE 1;NIARI
2038;CL DOLISIE 2;NIARI
2039;CL DONGOU;LIKOUALA
2040;CL DZOUMOUNA;POOL
2041;CL Diambala;NIARI
2042;CL Ditadi;NIARI
2043;CL Dublin;NIARI
2044;CL E MATHIEU;POOL
2045;CL EPENA;LIKOUALA
2046;CL GENERATION MPINOU;POOL
2047;CL GMO LES ENFANTS;POOL
2048;CL GOMA TSE-TSE;POOL
2049;CL Hammar 1 Dol;NIARI
2050;CL Hammar 2 Dol;NIARI
2051;CL IGNACE MOUNTANDA;POOL
2052;CL IGNIE;POOL
2053;CL IMVOUBA;POOL
2054;CL INGA;POOL
2055;CL INGAH B;POOL
2056;CL INONI FALAISE;POOL
2057;CL INONI PLATEAU A;POOL
2058;CL INONI PLATEAU B;POOL
2059;CL Impfondo;LIKOUALA
2060;CL Issiengui;NIARI
2061;CL Itombo;NIARI
2062;CL JEAN KIMBEMBE;POOL
2063;CL JEAN NGANGOUE;POOL
2064;CL JEAN VICTOR NDOUNA;POOL
2065;CL K MOUTSILA;POOL
2066;CL KIBANGOU;NIARI
2067;CL KIBOSSI;POOL
2068;CL KIDZOUA;POOL
2069;CL KILEBE MOUSSIA;POOL
2070;CL KIMBA CENTRE;POOL
2071;CL KIMBEDI;POOL
2072;CL KIMONGO;NIARI
2073;CL KIMPANDZOU;POOL
2074;CL KINANGA MBOUKOU;POOL
2075;CL KINDAMBA NGOUEDI;POOL
2076;CL KINDOUNGA;POOL
2077;CL KINGANDOU;POOL
2078;CL KINGOUALA;POOL
2079;CL KINTAMOU;POOL
2080;CL KINTELE B;POOL
2081;CL KOUBOLA;POOL
2082;CL KOULOUNDA NZEMBE;POOL
2083;CL Kindamba Mbiongo;NIARI
2084;CL Kitsessi;NIARI
2085;CL LA FRATERNITE ;POOL
2086;CL LES AMIS DE JULAUD;POOL
2087;CL LES SEMENCES D HENRIET;POOL
2088;CL LINGOLI;POOL
2089;CL LONDELA-KAYES;NIARI
2090;CL LOUFOUA JOSEPH;POOL
2091;CL LOUVAKOU;NIARI
2092;CL Les BANDAS;NIARI
2093;CL Liranga;LIKOUALA
2094;CL Loubamba;NIARI
2095;CL Loubetsi;NIARI
2096;CL Loudima Gare;BOUENZA
2097;CL Loudima Poste A;BOUENZA
2098;CL Loudima Poste B;BOUENZA
2099;CL Loutété Centre A;BOUENZA
2100;CL Loutété Centre B;BOUENZA
2101;CL Lycée Nkayi;BOUENZA
2102;CL M TOP;POOL
2103;CL MABIALA MA NGANGA;POOL
2104;CL MABOUNDOU MBAKOU;POOL
2105;CL MAKABANA;NIARI
2106;CL MAKANA 2;POOL
2107;CL MAKOUALA;POOL
2108;CL MALOUKOU TRECHOT;POOL
2109;CL MANGOUNGOU;POOL
2110;CL MASSAMBA KIBOUILOU;POOL
2111;CL MASSAMBA MA NKOUKA;POOL
2112;CL MASSEMBO LOUBAKI;POOL
2113;CL MAYAMA;POOL
2114;CL MAYOKO;NIARI
2115;CL MBANZA MPOUDI;POOL
2116;CL MBANZA NGANGA;POOL
2117;CL MBE;POOL
2118;CL MBEMBA MOUMBALA;POOL
2119;CL MBINDA ;NIARI
2120;CL MBOUAMBE LEFINI;POOL
2121;CL MBOUANGO LOUKOUO;POOL
2122;CL MERLAND SCHOOL;POOL
2123;CL MIAMI;POOL
2124;CL MILONGO;POOL
2125;CL MILONGO NGABANDOUNOU;POOL
2126;CL MIMPAMBA BIMBOUONGO;POOL
2127;CL MISSAFOU;POOL
2128;CL MON HISTOIRE;POOL
2129;CL MONGO DE YOKAMA;POOL
2130;CL MONT GARIZIM;POOL
2131;CL MONT GARIZIM 2;POOL
2132;CL MOUBINOUNGOU;POOL
2133;CL MOUNGOUNDOU-SUD;NIARI
2134;CL MOUSSOUNGOU MBOUALA;POOL
2135;CL MOUTAMBA;NIARI
2136;CL MPASSA;POOL
2137;CL Mabafi;NIARI
2138;CL Mabombo;NIARI
2139;CL Madoungou;BOUENZA
2140;CL Mallembé;NIARI
2141;CL Malolo 2;NIARI
2142;CL Massangui;BOUENZA
2143;CL Matadila;NIARI
2144;CL Mayalama;BOUENZA
2145;CL Mayoko Poste;NIARI
2146;CL Mbengui;NIARI
2147;CL Mbissi Mpati;BOUENZA
2148;CL Mikoubi;NIARI
2149;CL Mikoubou;NIARI
2150;CL Mont-Belo;BOUENZA
2151;CL Mossendjo;NIARI
2152;CL Mouanda Ngoma;BOUENZA
2153;CL Moukondo;NIARI
2154;CL Moukondzi;NIARI
2155;CL Moussanda;BOUENZA
2156;CL Mouyondzi;BOUENZA
2157;CL NDZOMO;POOL
2158;CL NGABE A;POOL
2159;CL NGANDOU MAYALA;POOL
2160;CL NGANGA AMBROISE;POOL
2161;CL NGANGA MOUYAKOU;POOL
2162;CL NGATOKO;POOL
2163;CL NGORI MAYINGA;POOL
2164;CL NKOROGO;POOL
2165;CL NKOUO;POOL
2166;CL NKOYI MABAYA;POOL
2167;CL NOTRE DAME P. S.;POOL
2168;CL NSOUARI MAKONGUI;POOL
2169;CL NTANGOU GASPARD;POOL
2170;CL NYANGA;NIARI
2171;CL Ngoubou - Ngoubou;NIARI
2172;CL Nioumvou;NIARI
2173;CL Nsika Mboko;BOUENZA
2174;CL Nyanga MOSSENDJO;NIARI
2175;CL ODZIBA;POOL
2176;CL POUNGOU;NIARI
2177;CL PROTESTANTE D IMMATRI;POOL
2178;CL Pierre Lountala 1 Dol;NIARI
2179;CL Pierre Lountala 2 Dol;NIARI
2180;CL Pierre Nzoko B;BOUENZA
2181;CL SAINTE CLAIRE;POOL
2182;CL SIASSIA NTONKAMA;POOL
2183;CL SOUMOUNA;POOL
2184;CL Saint Louis;BOUENZA
2185;CL Seké-Mpembé;BOUENZA
2186;CL Sombo;NIARI
2187;CL Tao-Tao;NIARI
2188;CL Tsimba;NIARI
2189;CL Tsinguidi;NIARI
2190;CL Tsongo Ngoma;NIARI
2191;CL Unité 1 Dol;NIARI
2192;CL Unité 2 Dol;NIARI
2193;CL VINDZA;POOL
2194;CL Vouka;NIARI
2195;CL Vounda;NIARI
2196;CL YAYA;NIARI
2197;CL de Mombenzele;LIKOUALA
2198;CL de makao;LIKOUALA
2199;CLAPAREDE;POOL
2200;CLAPAREDE 1;BRAZZAVILLE
2201;CLAPAREDE 2;BRAZZAVILLE
2202;CLAPAREDE 3;BRAZZAVILLE
2203;CLAPRAEDE 2;BRAZZAVILLE
2204;CLASSIQUE CARTESIENS;POOL
2205;CLAUDE MASSAMBA;BRAZZAVILLE
2206;CLE - MAJOR;BRAZZAVILLE
2207;CLE DU BONHEUR;BRAZZAVILLE
2208;CLE DU SAVOIR;BRAZZAVILLE
2209;CLE MAJOR;BRAZZAVILLE
2210;CLE PHENIX ;BRAZZAVILLE
2211;CLECH BOCLAIR;BRAZZAVILLE
2212;CLECH BOCLAIR 1;BRAZZAVILLE
2213;CLECH BOCLAIR 1-TAL-2;BRAZZAVILLE
2214;CLECH BOCLAIR 2;BRAZZAVILLE
2215;CLECH BOCLAIR II;BRAZZAVILLE
2216;CLECH BOCLAIR III;BRAZZAVILLE
2217;CLS-ILE-MBAMOU;BRAZZAVILLE
2218;CMA LES ECLUSES;BRAZZAVILLE
2219;CMEC IMBOULOU;POOL
2220;COEUR CELESTE;POINTE-NOIRE
2221;COEUR DE CRISS E.;BRAZZAVILLE
2222;COEUR DE CRISS EVER;BRAZZAVILLE
2223;COEUR DE LIONNE;BRAZZAVILLE
2224;COEUR DE MELY;BRAZZAVILLE
2225;COEUR DE MELY;POINTE-NOIRE
2226;COEUR DE MELY 2;BRAZZAVILLE
2227;COEUR DE MELY 5;BRAZZAVILLE
2228;COEUR DE MELY 6;BRAZZAVILLE
2229;COEUR DE MELY-MGL-1;BRAZZAVILLE
2230;COEUR VAILLANT;POINTE-NOIRE
2231;COEUR VAILLANT 1;POINTE-NOIRE
2232;COEUR VAILLANT2;POINTE-NOIRE
2233;COGITO ERGO SUM;BRAZZAVILLE
2234;COGITO PERE BOUKA;POOL
2235;COGITO PERE BOUKA 1;POOL
2236;COGITO PERE BOUKA 2;POOL
2237;COGITO-ERGO-SUM;BRAZZAVILLE
2238;COLLEGE  CATHOLIQUE SAINT PIERRE;POINTE-NOIRE
2239;COLLEGE CATHOLIQUE SAINT JEAN BAPTISTE;BRAZZAVILLE
2240;COLLEGE CATHOLIQUE SAINT JEAN BAPTISTE;POINTE-NOIRE
2241;COLLEGE CATHOLIQUE SAINT PIERRE;POINTE-NOIRE
2242;COLLEGE CATHOLIQUE ST JOSEPH;PLATEAUX
2243;COLLEGE D'EXCELLENCE JOSEPH KI-ZERBO;POINTE-NOIRE
2244;COLLEGE EVANGELIQUE DE MINDOULI;POOL
2245;COLLEGE EVANGELIQUE DES CINQ CHEMINS;BRAZZAVILLE
2246;COLLEGE EVANGELIQUE KILEBE MOUSSIA;POOL
2247;COLLEGE FRANCE-1;BRAZZAVILLE
2248;COLLEGE FRANCE-2;BRAZZAVILLE
2249;COLLEGE PRIVE LA GRACE;BRAZZAVILLE
2250;COLLEGE PRIVE LA SOURCE;POINTE-NOIRE
2251;COLLEGE PROTESTANT DE OUENZE;BRAZZAVILLE
2252;COLLEGE SAINT AUGUSTIN DE KINKALA;POOL
2253;COLLEGE SAINTE-CLAIRE DE DJIRI-PONT;POOL
2254;COLLÃˆGE Ã‰VANGÃ‰LIQUE DES CINQ CHEMINS;BRAZZAVILLE
2255;COLOMBE DE LA PAIX;POINTE-NOIRE
2256;COMIBAF;BRAZZAVILLE
2257;COMIBAF;POOL
2258;COMIBAF ( IGNIE );POOL
2259;COMME TON PASSEUR;BRAZZAVILLE
2260;COMMU DE L'ARMEE DU SALUT;POINTE-NOIRE
2261;COMPETENCIA;BRAZZAVILLE
2262;COMPEXE SCOLAIRE LE PENIEL;BRAZZAVILLE
2263;COMPLE PRIVE DELEHOS SCHOOL;POINTE-NOIRE
2264;COMPLEXE  SCOLAIRE JACKSON (NKAYI);BOUENZA
2265;COMPLEXE BILINGUE SANTA CAROLINA;BRAZZAVILLE
2266;COMPLEXE BLANDINE SCHOOL;NIARI
2267;COMPLEXE BLANDINE SCHOOL;POINTE-NOIRE
2268;COMPLEXE CATHOLIQUE CONVENTIONNE SAINTE FAUSTINE;PLATEAUX
2269;COMPLEXE COEUR DE VIE BOUANSA;BOUENZA
2270;COMPLEXE EVANGELIQUE CITE;NIARI
2271;COMPLEXE EVANGELIQUE CITE DE DOLISIE;NIARI
2272;COMPLEXE INSPECTEUR LIPEDY;POINTE-NOIRE
2273;COMPLEXE PEDAGOGIQUE EUCALYPTUS;BRAZZAVILLE
2274;COMPLEXE PRIVE D'ENSEIGNEMENT LE;POINTE-NOIRE
2275;COMPLEXE PRIVE D'ENSEIGNEMENT LE SELIMA;POINTE-NOIRE
2276;COMPLEXE PRIVE PROFESSEUR THEOPHILE OBENGA;NIARI
2277;COMPLEXE PRIVE SUBLIME;POINTE-NOIRE
2278;COMPLEXE SCCOLAIRE LE MARIGOT V.F;BRAZZAVILLE
2279;COMPLEXE SCHOLAIRE MAURIN SCHOOL;BRAZZAVILLE
