N° Enr.;NomETS;RegionETS
624;Bénédiction;CUVETTE CENTRALE
625;Béyi-Mbolo ;CUVETTE OUEST
626;C S B SALOMON;BOUENZA
627;C S BEVERLY SCHOOL;BRAZZAVILLE
628;C S SONY ;BRAZZAVILLE
629;C-S Saint Benoit;CUVETTE OUEST
630;C-S Saint Esprit;CUVETTE OUEST
631;C. INT LES PETITS MOTS;BRAZZAVILLE
632;C. L DE COMMUNE I DE NKAYI;BOUENZA
633;C. S MARIE GERARD;BRAZZAVILLE
634;C. S PRINCE DE MERVEIL;BRAZZAVILLE
635;C. S. BETHLEHEM;BRAZZAVILLE
636;C. S. CATHOLIQUE SAINT LOUIS DE NKAYI;BOUENZA
637;C. S. HONORE DE BALZAC;BRAZZAVILLE
638;"C. S. HONORE DE BALZAC ""II""";BRAZZAVILLE
639;C. S. HONORE DE BALZAC 2;BRAZZAVILLE
640;C. S. HONORE DE BALZAC 3;BRAZZAVILLE
641;C. S. INSPECTEUR BOUENDE ADRIEN (KIMPOUOMO);BRAZZAVILLE
642;C. S. LE NEPHTALI A L'ETHIQUE CHRETIENNE;BRAZZAVILLE
643;C. S. MARTIN LE GRAND;BRAZZAVILLE
644;C. S. NOTRE DAME ROSAIRE;BRAZZAVILLE
645;C. S. P. L'EFFORT II;BRAZZAVILLE
646;C. S. PYTHAGORE DE SAMOS POINTE-NOIRE;POINTE-NOIRE
647;C. S. SAINT DOMINIQUE;POINTE-NOIRE
648;C. S. SAINT PIERRE CLAVER;SANGHA
649;C. SCOLAIRE EMMANUEL;POINTE-NOIRE
650;C. SCOLAIRE SAINT APOLLINAIRE;BRAZZAVILLE
651;C.E. LES AMIS DE DAVID JU;BRAZZAVILLE
652;C.E.G  NKOUIKOU 418;POINTE-NOIRE
653;C.E.G DE KINKALA;POOL
654;C.E.G DE LOULOMBO;POOL
655;C.E.G DE MADZIA;POOL
656;C.E.G DE MANFOUETE;LIKOUALA
657;C.E.G DE MASSEMBO-LOUBAKI;POOL
658;C.E.G DE MATOUMBOU;POOL
659;C.E.G DE MOULENDA;POOL
660;C.E.G KABO;SANGHA
661;C.E.G NKOUIKOU 418;POINTE-NOIRE
662;C.E.P LE BON BERGER;NIARI
663;C.E.P SAINT-MARTIN;POINTE-NOIRE
664;C.E.P. ANDRE DAVESNE;BRAZZAVILLE
665;C.E.P. L'ORPHELIN;POINTE-NOIRE
666;C.E.P.L;POINTE-NOIRE
667;C.E.P.L.;POINTE-NOIRE
668;C.E.P.T. ISAC;POINTE-NOIRE
669;C.I. DAROUL HADITH;POINTE-NOIRE
670;C.L DE BRAZZAVILLE;BRAZZAVILLE
671;C.L DE BRAZZAVILLE-OK;BRAZZAVILLE
672;C.L DE CABINDA;BRAZZAVILLE
673;C.P ALPHONSO 1er;POINTE-NOIRE
674;C.P.R.E.D;POINTE-NOIRE
675;C.P.R.E.D 1;POINTE-NOIRE
676;C.P.R.E.D.;POINTE-NOIRE
677;C.S . MAINE SERVICES;BRAZZAVILLE
678;C.S ABC;BRAZZAVILLE
679;C.S ACADEMIE;BOUENZA
680;C.S ACADEMIE (NKAYI);BOUENZA
681;C.S BAKOUMA GUY;BRAZZAVILLE
682;C.S BEL GRACE;BRAZZAVILLE
683;C.S BETHESDA;POINTE-NOIRE
684;C.S BETHESDA 1;POINTE-NOIRE
685;C.S BETHESDA 2;POINTE-NOIRE
686;C.S BETHLEHEM 2;BRAZZAVILLE
687;C.S BILA SCHOOL;POINTE-NOIRE
688;C.S BILINGUE LA FREMI;POINTE-NOIRE
689;C.S BILINGUE SMART KIDS SCHOOL 2;POINTE-NOIRE
690;C.S Bilingue le Capitole;POINTE-NOIRE
691;C.S CATHOLIQUE DE KINKALA SAINT AUGUSTIN;POOL
692;C.S CELESTIN FREINET;POINTE-NOIRE
693;C.S Chrétien Excellence;POINTE-NOIRE
694;C.S DE PERE EN FILS;POINTE-NOIRE
695;C.S DEMILO;POINTE-NOIRE
696;C.S DEUX  AMIS;BRAZZAVILLE
697;C.S DEUX AMIS;BRAZZAVILLE
698;C.S DIVINE DES ELITES 2;POINTE-NOIRE
699;C.S EBEN-EZER;BRAZZAVILLE
700;C.S EDEN;POINTE-NOIRE
701;C.S EDUCATION ISLAMIQUE;POINTE-NOIRE
702;C.S EL-SHAMMA SCHOOL;BRAZZAVILLE
703;C.S EMMANUEL;POINTE-NOIRE
704;C.S EMMANUEL MPAKA 120;POINTE-NOIRE
705;C.S EMULATION;POINTE-NOIRE
706;C.S ESPOIR;BOUENZA
707;C.S EVANGELIQUE DE MFILOU;BRAZZAVILLE
708;C.S EVANGELIQUE PASTEUR RAYMOND BUANA KIBONGI;BRAZZAVILLE
709;C.S EVOLUTION;POINTE-NOIRE
710;C.S EXCELLENCE LA TIPHAINE;POINTE-NOIRE
711;C.S GNETO;BRAZZAVILLE
712;C.S HARMONY SCHOOL;POINTE-NOIRE
713;C.S HORTICAISE MGHB;POINTE-NOIRE
714;C.S IDORETTE SCHOOL;POINTE-NOIRE
715;C.S ILAMA;POINTE-NOIRE
716;C.S KING DAVID;BRAZZAVILLE
717;C.S KOUA LA PATIENCE;POINTE-NOIRE
718;C.S L'ENFANT JESUS 2;POINTE-NOIRE
719;C.S L'ENFANT JESUS1;POINTE-NOIRE
720;C.S LA BONTE CELESTE;POINTE-NOIRE
721;C.S LA FAVEUR;POINTE-NOIRE
722;C.S LA GRACE 1;POINTE-NOIRE
723;C.S LA LUISANCE;POINTE-NOIRE
724;C.S LA POUDRIERE;BRAZZAVILLE
725;C.S LA PROSPERITE;POINTE-NOIRE
726;C.S LA PROVIDENCE;POINTE-NOIRE
727;C.S LA ROSE;POINTE-NOIRE
728;C.S LA SPLENDEUR;BRAZZAVILLE
729;C.S LE COGITO PERE BOUKA;POOL
730;C.S LE JOURDAIN;POINTE-NOIRE
731;C.S LE NID DU SAVOIR;POINTE-NOIRE
732;C.S LE RELAIS;POINTE-NOIRE
733;C.S LE SAVOIR UTILE;BRAZZAVILLE
734;C.S LES MAGES DE MPAKA;POINTE-NOIRE
735;C.S LES MINIMOY'S;POINTE-NOIRE
736;C.S LES PECRAN DE MARTHE;NIARI
737;C.S LIGHT WORLD SCHOOL;POINTE-NOIRE
738;C.S MELCHISEDEK ;POINTE-NOIRE
739;C.S MONT CARMEL;POINTE-NOIRE
740;C.S MOUKIAMA SCHOOL;BRAZZAVILLE
741;C.S NEW DEAL 1;POINTE-NOIRE
742;C.S NEW DEAL 2;POINTE-NOIRE
743;C.S NGB LA DIFFERENCE 1 ;POINTE-NOIRE
744;C.S NGB LA DIFFERENCE 2;POINTE-NOIRE
745;C.S NGOKO;BRAZZAVILLE
746;C.S NICOLAS TESLA;POINTE-NOIRE
747;C.S NOTRE DAME ROSAIRE (BZV);BRAZZAVILLE
748;C.S OLOULA ANTOINE;POINTE-NOIRE
749;C.S PARRY'S SCHOOL LE TEMPLE DU SAVOIR;BRAZZAVILLE
750;C.S PAUL OBAMBI;BRAZZAVILLE
751;C.S PEPINIERE DES ANGES;POINTE-NOIRE
752;C.S PERE CONSTANTIN;POINTE-NOIRE
753;C.S PERE COSTANTIN;POINTE-NOIRE
754;C.S Pepiniere De Boupanda;POINTE-NOIRE
755;C.S RANCH AZUR MAFOUTA;BRAZZAVILLE
756;C.S REVE DE SAKA;BRAZZAVILLE
757;C.S ROC SECULAIRE;POINTE-NOIRE
758;C.S SAINT ARCHANGE MICHEL DE MAYAMA;POOL
759;C.S SAINT PAUL DE DOLISIE;NIARI
760;C.S SAINTE THERESE 1;NIARI
761;C.S SCHOOL ROYAL;POINTE-NOIRE
762;C.S SILOE PERFECTION;BRAZZAVILLE
763;C.S SOMMET DU SAVOIR;BRAZZAVILLE
764;C.S SOMMET DU SAVOIRE;BRAZZAVILLE
765;C.S ST AMAËL;BRAZZAVILLE
766;C.S TAVARECHE;BRAZZAVILLE
767;C.S TSAMA;BRAZZAVILLE
768;C.S TSONO;KOUILOU
769;C.S VERITE 1;BRAZZAVILLE
770;C.S VERITE 2;BRAZZAVILLE
771;C.S WORANTA LE GRENIER;BRAZZAVILLE
772;C.S.  OLLANDET SAVANE;BRAZZAVILLE
773;C.S. A. MBONDO DE THANRY;LIKOUALA
774;C.S. ABC STANDARD SCHOOL;POINTE-NOIRE
775;C.S. ACTION DE GRACE;BRAZZAVILLE
776;C.S. AGIOS;BRAZZAVILLE
777;C.S. AJD;BRAZZAVILLE
778;C.S. ALCAR;POINTE-NOIRE
779;C.S. ALKHAR;POINTE-NOIRE
780;C.S. ALLEGRA;BRAZZAVILLE
781;C.S. ALPHONSO PREMIER;POINTE-NOIRE
782;C.S. AMITIE;BRAZZAVILLE
783;C.S. AMOUR DEI;POINTE-NOIRE
784;C.S. ANGEL MIKAEL SCHOOL;BRAZZAVILLE
785;C.S. ANNE BENOITE;BRAZZAVILLE
786;C.S. ANNE CATHERINE EMM.;POINTE-NOIRE
787;C.S. ANTOINE LAURENT LAVOISIER;LIKOUALA
788;C.S. ARC-EN-CIEL DE GERARD;BRAZZAVILLE
789;C.S. AUGUSTE ROCH NKOUNK;BRAZZAVILLE
790;C.S. AUREOLE;BRAZZAVILLE
791;C.S. AVENIR  D'EFAEBI( QUARTIER NKOMBO );BRAZZAVILLE
792;C.S. AVENIR D'EFAEBI( QUARTIER NKOMBO );BRAZZAVILLE
793;C.S. B. MAURICE;BRAZZAVILLE
794;C.S. BAPTISTE;BRAZZAVILLE
795;C.S. BEL HERITAGE;BRAZZAVILLE
796;C.S. BENOIT XVI;BRAZZAVILLE
797;C.S. BETHLEHEM;BRAZZAVILLE
798;C.S. BETSALEEL FILS;BRAZZAVILLE
799;C.S. BIENHEUREUSE;BRAZZAVILLE
800;C.S. BIENHEUREUSE MARIE DE LA PASSION;BRAZZAVILLE
801;C.S. BIENHEUREUSE-MADIBOU;BRAZZAVILLE
802;C.S. BILINGUE NOTRE DAME DU PERPETUEL;BRAZZAVILLE
803;C.S. BON BERGER;BRAZZAVILLE
804;C.S. CANADIAN BRIDGE;POINTE-NOIRE
805;C.S. CARDINAL E. BIAYENDA;BRAZZAVILLE
806;C.S. CARREFOUR;BRAZZAVILLE
807;C.S. CARREFOUR II;BRAZZAVILLE
808;C.S. CATHOLIQUE DE LIRANGA;LIKOUALA
809;C.S. CATHOLIQUE SAINT JEAN;BRAZZAVILLE
810;C.S. CATHOLIQUE SAINT LOUIS DE NKAYI;BOUENZA
811;C.S. CHAMPION;BRAZZAVILLE
812;C.S. CHAMPIONS;BRAZZAVILLE
813;C.S. CHANTAL;BRAZZAVILLE
814;C.S. CHRIST ROI (SANGOLO OMS);BRAZZAVILLE
815;C.S. CHRIST-ROI ( SANGOLO OMS );BRAZZAVILLE
816;C.S. CHRIST-ROI ( SANGOLO OMS);BRAZZAVILLE
817;C.S. CITE DE JERUSALEM;BRAZZAVILLE
818;C.S. CLECH BOCLAIR;BRAZZAVILLE
819;C.S. CREATION;BRAZZAVILLE
820;C.S. CUMORAH;BRAZZAVILLE
821;C.S. CYR BIKOUTA;BRAZZAVILLE
822;C.S. DAHO;BRAZZAVILLE
823;C.S. DANIEL BOKANGUE;SANGHA
824;C.S. DANIEL ET DAVID;BRAZZAVILLE
825;C.S. DEOGRACIAS;SANGHA
826;C.S. DEUX AMIS SCHOOL;BRAZZAVILLE
827;C.S. DOLIS DE NKAYI;BOUENZA
828;C.S. DU LEADER;BRAZZAVILLE
829;C.S. E. Mâ-loango A;POINTE-NOIRE
830;C.S. E. Mâ-loango B;POINTE-NOIRE
831;C.S. ECHELLE DE JACOB;POINTE-NOIRE
832;C.S. ECODI LA REFLEXION;POINTE-NOIRE
833;C.S. EDEN;BRAZZAVILLE
834;C.S. EDEN;POINTE-NOIRE
835;C.S. ELISABETH PEMBE;POINTE-NOIRE
836;C.S. ELYSE ET FRERES;POOL
837;C.S. EMERGENCE;BRAZZAVILLE
838;C.S. EMILE BIAYENDA (NKAYI);BOUENZA
839;C.S. EMMANUEL;BRAZZAVILLE
840;C.S. EMMANUEL;POINTE-NOIRE
841;C.S. EMMANUEL (MPAKA 120);POINTE-NOIRE
842;C.S. EMMANUEL 1;BRAZZAVILLE
843;C.S. EMMANUEL 2;BRAZZAVILLE
844;C.S. EMMANUEL 3;BRAZZAVILLE
845;C.S. EMMANUEL 5;BRAZZAVILLE
846;C.S. EMONAYA;BRAZZAVILLE
847;C.S. ETOILE DE LA BENEDICTION;BRAZZAVILLE
848;C.S. EUGENE APPOLINAIRE DE BOUANSA;BOUENZA
849;C.S. EVANGELIQUE DE KINSOUNDI;BRAZZAVILLE
850;C.S. EVANGELIQUE DE LOUTETE;BOUENZA
851;C.S. EVANGELIQUE DE MFILOU;BRAZZAVILLE
852;C.S. EVANGELIQUE DE NGAMABA;BRAZZAVILLE
853;C.S. EVANGELIQUE DE NKAYI;BOUENZA
854;C.S. EVANGELIQUE PASTEUR ALPHONS;BRAZZAVILLE
855;C.S. EVANGELIQUE PASTEUR ALPHONSE MBAMA;BRAZZAVILLE
856;C.S. EVOLUTION SONGOLO;POINTE-NOIRE
857;C.S. FIDELE MOMBOULI (THANRY);LIKOUALA
858;C.S. FONDATION -UN-DEUX-TROIS-PLUS;BRAZZAVILLE
859;C.S. FONDATION MELAINE;BRAZZAVILLE
860;C.S. FRANCOIS EFONOUAN;BRAZZAVILLE
861;C.S. GERDY;BRAZZAVILLE
862;C.S. GIL-SCHOOL;POINTE-NOIRE
863;C.S. GLORISTI SCHOOL;POINTE-NOIRE
864;C.S. GNETO;BRAZZAVILLE
865;C.S. GOSHEN;BRAZZAVILLE
866;C.S. GOURA MOLIERE;BRAZZAVILLE
867;C.S. GRACIA;BRAZZAVILLE
868;C.S. HAVARD SCHOOL;BRAZZAVILLE
869;C.S. HENRI GUILLAUMET;POINTE-NOIRE
870;C.S. HORIZON;BRAZZAVILLE
871;C.S. HORIZON-TAL-1;BRAZZAVILLE
872;C.S. ILAMA;POINTE-NOIRE
873;C.S. IMMA NGAKOU;BRAZZAVILLE
874;C.S. IMMA NGANKOU;BRAZZAVILLE
875;C.S. INSPECTEUR JOSEPH MALEKE;POINTE-NOIRE
876;C.S. INSPECTEUR JULIEN NGOUBOU;NIARI
877;C.S. ISRAËL;BRAZZAVILLE
878;C.S. JACQUES ROUMAIN;POINTE-NOIRE
879;C.S. JAHAID;BRAZZAVILLE
880;C.S. JEAN RACINE;BRAZZAVILLE
881;C.S. JESTHA-LEY;BRAZZAVILLE
882;C.S. JOSE MARTI;BRAZZAVILLE
883;C.S. JOSEPH BIKOKO;BRAZZAVILLE
884;C.S. JOSEPH D'ARIMATHEE;NIARI
885;C.S. JOSEPH NKABA ITOU;POINTE-NOIRE
886;C.S. JOSEPH NKABA-ITOU;POINTE-NOIRE
887;C.S. JOSEPH SCHOOL;POINTE-NOIRE
888;C.S. JUSTE DE MODESTIE;POINTE-NOIRE
889;C.S. JUSTICIA;BRAZZAVILLE
890;C.S. JUSTINE MILANDOU;POINTE-NOIRE
891;C.S. KENAS;BRAZZAVILLE
892;C.S. KOLCITY;BRAZZAVILLE
893;C.S. KOUA LA PATIENCE DE MATENDE;POINTE-NOIRE
894;C.S. L' ESPOIR;BRAZZAVILLE
895;C.S. L'AIR DU TEMPS;POINTE-NOIRE
896;C.S. L'ART DU SAVOIR;BRAZZAVILLE
897;C.S. L'AVENIR DE MPAKA;POINTE-NOIRE
898;C.S. L'EFFORT III;POINTE-NOIRE
899;C.S. LA  LUNE DES ELITES;BRAZZAVILLE
900;C.S. LA BONNE ESPERANCE;BRAZZAVILLE
901;C.S. LA BONNE SEMENCE;POINTE-NOIRE
902;C.S. LA BONTE CELESTE;BRAZZAVILLE
903;C.S. LA BOUSSOLE;BRAZZAVILLE
904;C.S. LA COLOMBE (LOUTETE);BOUENZA
905;C.S. LA COLOMBE D'ELITE;POINTE-NOIRE
906;C.S. LA CONSCIENCE;BRAZZAVILLE
907;C.S. LA DIVINITE;BRAZZAVILLE
908;C.S. LA FLEUR;BRAZZAVILLE
909;C.S. LA FOI DU COEUR;BRAZZAVILLE
910;C.S. LA GIROUETTE;BRAZZAVILLE
911;C.S. LA GLOIRE D'IMPFONDO;LIKOUALA
912;C.S. LA GLOIRE DIVINE;POINTE-NOIRE
913;C.S. LA GRACE;POINTE-NOIRE
914;C.S. LA GRACE DIVINE DE TCHINIAMBI;POINTE-NOIRE
915;C.S. LA LOEME;POINTE-NOIRE
916;C.S. LA LUMIERE DE CHRISTAL;POINTE-NOIRE
917;C.S. LA LUNE DES ELITES;BRAZZAVILLE
918;C.S. LA METHODE;BRAZZAVILLE
919;C.S. LA METHODE;POINTE-NOIRE
920;C.S. LA NOUVELLE PEPINIERE;POINTE-NOIRE
921;C.S. LA PAILLOTE;BRAZZAVILLE
922;C.S. LA PERLE;BRAZZAVILLE
923;C.S. LA PETITE BETHLEHEM;POINTE-NOIRE
924;C.S. LA PETITE SARAH;BRAZZAVILLE
925;C.S. LA PLANTE DE SENEVE;BRAZZAVILLE
926;C.S. LA PLEIADE;POINTE-NOIRE
927;C.S. LA PLUME D'ORIGINE;BRAZZAVILLE
928;C.S. LA PORTE DES BREBIS;BRAZZAVILLE
929;C.S. LA POUDRIERE;BRAZZAVILLE
930;C.S. LA PRIORITE I;BRAZZAVILLE
931;C.S. LA PROVIDENCE;POINTE-NOIRE
932;C.S. LA PURETE;BRAZZAVILLE
933;C.S. LA RECOMPENSE;BRAZZAVILLE
934;C.S. LA REDEMPTION;POINTE-NOIRE
935;C.S. LA RELANCE;BRAZZAVILLE
936;C.S. LA RENAISSANCE;BRAZZAVILLE
937;C.S. LA ROSE;POINTE-NOIRE
938;C.S. LA SAGESSE FRANCOIS DOUNIAMA;PLATEAUX
939;C.S. LA SANDRINE;POINTE-NOIRE
940;C.S. LA SANGHA;SANGHA
941;C.S. LA SOURCE;BRAZZAVILLE
942;C.S. LA VICTOIRE DE MPAKA;POINTE-NOIRE
943;C.S. LA VOIX DE L'ESPERAN;BRAZZAVILLE
944;C.S. LAMARTINE;BRAZZAVILLE
945;C.S. LE BERGER HAMANN;POINTE-NOIRE
946;C.S. LE BON BERGER;SANGHA
947;C.S. LE CHANDELIER D'OR;BRAZZAVILLE
948;C.S. LE CHARISME;BRAZZAVILLE
949;C.S. LE CHATEAU DE L'EXCELLENCE;BRAZZAVILLE
950;C.S. LE CLERMONTOIS;BRAZZAVILLE
951;C.S. LE CREDO;BRAZZAVILLE
952;C.S. LE DECLIC;POINTE-NOIRE
953;C.S. LE DESTIN;POINTE-NOIRE
954;C.S. LE GERMINAL;POINTE-NOIRE
955;C.S. LE JARDIN DU SAVOIR UTILE;POINTE-NOIRE
956;C.S. LE MIRACLE CELESTE;BRAZZAVILLE
957;C.S. LE PALMIER;BRAZZAVILLE
958;C.S. LE PETROLIER;POOL
959;C.S. LE PROGRES ( DOLISIE);NIARI
960;C.S. LE PYTHAGORE (NKAYI);BOUENZA
961;C.S. LE REDEMPTEUR DE DAVID;POINTE-NOIRE
962;C.S. LE ROCHER;BRAZZAVILLE
963;C.S. LE ROCHER D'OR;BRAZZAVILLE
964;C.S. LE SOLEIL;BRAZZAVILLE
965;C.S. LE SUCCES MERVEILLEUX;BRAZZAVILLE
966;C.S. LE TRESOR;BRAZZAVILLE
967;C.S. LE TRIOMPHE DE CLAIRE;BRAZZAVILLE
968;C.S. LEKI;POINTE-NOIRE
969;C.S. LEON;BRAZZAVILLE
970;C.S. LEON GOMEDY;LIKOUALA
971;C.S. LEON ROBIN;BRAZZAVILLE
972;C.S. LEONARD X;BRAZZAVILLE
973;C.S. LES AIGLONS;BRAZZAVILLE
974;C.S. LES AMIS 2F;POINTE-NOIRE
975;C.S. LES AMIS D'HENRIETTA;BRAZZAVILLE
976;C.S. LES AMIS DE COLOMBE;BRAZZAVILLE
977;C.S. LES AMIS DE JULIEN;BRAZZAVILLE
978;C.S. LES ANGES;BRAZZAVILLE
979;C.S. LES ANGES 2;BRAZZAVILLE
980;C.S. LES ANGES DE DIEU;POOL
981;C.S. LES CHERUBINS;BRAZZAVILLE
982;C.S. LES CHERUBINS DE DIEU;POINTE-NOIRE
983;C.S. LES ELITES DE NKAYI;BOUENZA
984;C.S. LES ENFANTS SERIEUX;POINTE-NOIRE
985;C.S. LES ETOILES;BRAZZAVILLE
986;C.S. LES GENIES DE DEMAIN;BRAZZAVILLE
987;C.S. LES JUMELLES;BRAZZAVILLE
988;C.S. LES KEROUBIMS;BRAZZAVILLE
989;C.S. LES MAGES DE MPAKA;POINTE-NOIRE
990;C.S. LES MERVEILLES DE DIEU;POINTE-NOIRE
991;C.S. LES NENUPHARS;BRAZZAVILLE
992;C.S. LES PECRANS DE MARTHE;NIARI
993;C.S. LES RACINES D'OYO;CUVETTE
994;C.S. LES RASSURES;BRAZZAVILLE
995;C.S. LES TROPIQUES;BRAZZAVILLE
996;C.S. LES YEUX D'AIGLE ROYAL;POINTE-NOIRE
997;C.S. LIBERTE PRIVEE;BRAZZAVILLE
998;C.S. LIGHT WORLD SCHOOL;POINTE-NOIRE
999;C.S. LIVRE - OUVERT;BRAZZAVILLE
1000;C.S. LOMBI RAPHA?ïL;BRAZZAVILLE
1001;C.S. LOMBI RAPHAÃ‹L;BRAZZAVILLE
1002;C.S. LOMBI RAPHAËL;BRAZZAVILLE
1003;C.S. LOUIS PASTEUR DE VILLE-NEUVE;POINTE-NOIRE
1004;C.S. LOUISE  BAHISSI;NIARI
1005;C.S. LOUISE BABOUAMA DE MOUALE;LIKOUALA
1006;C.S. LOUISE BAHISSI;NIARI
1007;C.S. MA BELLE ECOLE;BRAZZAVILLE
1008;C.S. MA-LOANGO;POINTE-NOIRE
1009;C.S. MA-NESIA;POINTE-NOIRE
1010;C.S. MADELEINE;BRAZZAVILLE
1011;C.S. MARCELINE MAMBOU 2;BRAZZAVILLE
1012;C.S. MARCELINE-MAMBOU;BRAZZAVILLE
1013;C.S. MARIE AUGUSTE;BRAZZAVILLE
1014;C.S. MARIE CURIE;BRAZZAVILLE
1015;C.S. MARIE HELENE;CUVETTE OUEST
1016;C.S. MARUAR L'EXCELLENCE;BRAZZAVILLE
1017;C.S. MAURIN SCHOOL;BRAZZAVILLE
1018;C.S. MELSCHISEDEK;POINTE-NOIRE
1019;C.S. MERE MFOULOU;BRAZZAVILLE
1020;C.S. MERE TERESA;BRAZZAVILLE
1021;C.S. MICHEL GOFFAIM;BRAZZAVILLE
1022;C.S. MICHEL ZARILA;BRAZZAVILLE
1023;C.S. MISSALIKI;BRAZZAVILLE
1024;C.S. MOLIERE;BRAZZAVILLE
1025;C.S. MONSEIGNEUR ERNEST KOMBO;BRAZZAVILLE
1026;C.S. MONTAGNE SACREE;BRAZZAVILLE
1027;C.S. NDAKA-SOUSSOU;POINTE-NOIRE
1028;C.S. NELSON MANDELA;POINTE-NOIRE
1029;C.S. NEO-HUMANISME;POINTE-NOIRE
1030;C.S. NICOLAS TESLA;POINTE-NOIRE
1031;C.S. NICOLE'S SCHOOL;BRAZZAVILLE
1032;C.S. NOTRE DAME DE FATIMA;NIARI
1033;C.S. NOTRE DAME DU PERPETUEL SECOURS;NIARI
1034;C.S. NOTRE DAME DU ROSAIRE INTERNATIONAL;POINTE-NOIRE
1035;C.S. NOTRE DAME ROSAIRE;BRAZZAVILLE
1036;C.S. OLLANDET SAVANE;BRAZZAVILLE
1037;C.S. P. LES CALLIGRAPHES;BRAZZAVILLE
1038;C.S. PAPA BONHEUR;BRAZZAVILLE
1039;C.S. PASTEUR ALPHONSE MBAMA;BRAZZAVILLE
1040;C.S. PASTEUR EUGENE THOMAS;LIKOUALA
1041;C.S. PAUL CHAMBERLAND;POINTE-NOIRE
1042;C.S. PAULINE KAMBISSI;POINTE-NOIRE
1043;C.S. PELAGIE TCHIBINDA;BRAZZAVILLE
1044;C.S. PERE CONSTANTIN;BRAZZAVILLE
1045;C.S. PERE LUCIEN YHUEL;BRAZZAVILLE
1046;C.S. PERE PIERRE DESPORTES;BRAZZAVILLE
1047;C.S. PERFECTION SCHOOL;BRAZZAVILLE
1048;C.S. PIERRE CORNEILLE;POINTE-NOIRE
1049;C.S. PIERRE LAROUSSE;POINTE-NOIRE
1050;C.S. PIYOT DE GAUSS;BRAZZAVILLE
1051;C.S. PRINCE POTIER;BRAZZAVILLE
1052;C.S. PRINCESSE LA FLEUR;BRAZZAVILLE
1053;C.S. PRIVE DIEU VEILLE;PLATEAUX
1054;C.S. PROFESSEUR MAURICE ONANGA;BRAZZAVILLE
1055;C.S. PROFESSEUR MAURICE ONANGA I;BRAZZAVILLE
1056;C.S. PROFESSEUR MAURICE ONANGA II;BRAZZAVILLE
1057;C.S. PROTAGORAS;BRAZZAVILLE
1058;C.S. PYTHAGORE DE SAMOS;BRAZZAVILLE
1059;C.S. PYTHAGORE DE SAMOS POINTE-NOIRE;POINTE-NOIRE
1060;C.S. R?èVE DE SAKA;BRAZZAVILLE
1061;C.S. RENE DESCARTES;BRAZZAVILLE
1062;C.S. RHEMA-LIAM;POINTE-NOIRE
1063;C.S. RHESA;BRAZZAVILLE
1064;C.S. RÃ?VE DE SAKA;BRAZZAVILLE
1065;C.S. SAINT - ESPRIT;POINTE-NOIRE
1066;C.S. SAINT ARCHANGE MICHEL DE VINDZA;POOL
1067;C.S. SAINT BRUNO D'AQUIN;BRAZZAVILLE
1068;C.S. SAINT CHARLES LWANGA;BOUENZA
1069;C.S. SAINT CHRISTOPHE;POINTE-NOIRE
1070;C.S. SAINT DANIEL;POINTE-NOIRE
1071;C.S. SAINT DANIEL 1;POINTE-NOIRE
1072;C.S. SAINT DENIS DE NGOMBE;SANGHA
1073;C.S. SAINT DOMINIQUE;POINTE-NOIRE
1074;C.S. SAINT DOMINIQUE SAVIO;POINTE-NOIRE
1075;C.S. SAINT ESPRIT;BRAZZAVILLE
1076;C.S. SAINT EXPEDIT;BRAZZAVILLE
1077;C.S. SAINT-LOUIS DE NKAYI;BOUENZA
1078;C.S. SAINTE - SUZANNE;POINTE-NOIRE
1079;C.S. SAINTE GENEVIEVE;PLATEAUX
1080;C.S. SAINTE TRINITE;BRAZZAVILLE
1081;C.S. SAINTE-CROIX;CUVETTE
1082;C.S. SALUTISTE;BRAZZAVILLE
1083;C.S. SALUTISTE DE LOUA;BRAZZAVILLE
1084;C.S. SALUTISTE DE MAKELEKELE;BRAZZAVILLE
1085;C.S. SANS PAREIL;POINTE-NOIRE
1086;C.S. SELECTION D'ELITES;BRAZZAVILLE
1087;C.S. SHEKINA LA BERCEUSE;BRAZZAVILLE
1088;C.S. SILOE;BRAZZAVILLE
1089;C.S. SIMON KIMBANGOU;BOUENZA
1090;C.S. SOFIA;BRAZZAVILLE
1091;C.S. SOLEIL-D'ISRAEL;POINTE-NOIRE
1092;C.S. SOUENET;BRAZZAVILLE
1093;C.S. SOUENET;POINTE-NOIRE
1094;C.S. ST JEAN VIANNEY D'ENYELLE;LIKOUALA
1095;C.S. T.M.S.;BRAZZAVILLE
1096;C.S. TAVARECHE;BRAZZAVILLE
1097;C.S. TENRIKYO;BRAZZAVILLE
1098;C.S. THALES DE MILET;BRAZZAVILLE
1099;C.S. THALES DE MILET;POINTE-NOIRE
1100;C.S. THALES DE MILET I;BRAZZAVILLE
1101;C.S. THE BEST LEARNING;BRAZZAVILLE
1102;C.S. THEOPHRASTE;BRAZZAVILLE
1103;C.S. THONY ET ESMA?ïL;BRAZZAVILLE
1104;C.S. THONY ET ESMAEL;BRAZZAVILLE
1105;C.S. THONY ET ESMAÃ‹L;BRAZZAVILLE
1106;C.S. TONTON PARYS;BRAZZAVILLE
1107;C.S. VECTEUR LIBRE;BRAZZAVILLE
1108;C.S. VICTOR. HUGO;BRAZZAVILLE
1109;C.S.B JACQUES ROUMAIN;POINTE-NOIRE
